question_id,category_1,category_2,category_3,question_text_original,question_text_rev,variants_1,variants_2,variants_3,variants_4,variants_5,variants_6,variants_7,variants_8,variants_9,variants_10,variants_11,variants_12,variants_13,variants_14,variants_15,variants_16,variants_17,variants_18,,,,,variants_19,,,,answer
56af6be1e0e2eee2aa0000be,Sci Noproblem,Info e Acquisto,Viaggi,In quali Paesi è valida la copertura di Sci Noproblem?,In quali paesi è valida la polizza Sci Noproblem?,Quali Paesi sono coperti dalla polizza Sci Noproblem?,Quali sono i paesi in cui è attiva la polizza Sci Noproblem?,"Ho sottoscritto la polizza Sci Noproblem, in quali paesi sono assicurato?",,,,,,,,,,,,,,,,,,,,,,,,La polizza è valida in Italia e in tutta Europa.
56af6be2e0e2eee2aa0000c1,Sci Noproblem,Info e Acquisto,Viaggi,Nella polizza Sci è compreso il trasporto dalla pista da sci al pronto soccorso?,La polizza Sci Noproblem garantisce anche il trasporto dalla pista da sci al pronto soccorso?,Le spese di trasporto dalla pista da sci alle strutture mediche sono coperte dalla polizza Sci Noproblem?,Il trasporto dalla pista al pronto soccorso è coperto dalla polizza Sci Noproblem? ,Europ Assistance garantisce anche il trasporto dalla pista da sci al pronto soccorso?,"Se accade un incidente in pista, il trasporto fino al pronto soccorso è coperto dalla polizza Sci Noproblem?",,,,,,,,,,,,,,,,,,,,,,,"Sì, è compreso nelle spese mediche. Europ Assistance sostiene le spese di trasporto con mezzi attrezzati all'istituto di cura più vicino fino a un massimo di € 1.000."
56af6be3e0e2eee2aa0000c4,Sci Noproblem,Info e Acquisto,Viaggi,La polizza Sci Noproblem copre anche il pattinaggio sul ghiaccio o lo snowboard?,La polizza Sci Noproblem assicura anche il pattinaggio su ghiaccio e lo snowboard?,Lo snowboard e il pattinaggio su ghiaccio rientrano tra le attività assicurate dalla polizza Sci Noproblem?,Sport come il pattinaggio su ghiaccio e lo snoawboard sono coperti dalla polizza Sci Noproblem?,Pattinaggio su ghiaccio e snowboard sono garantiti dalla polizza Sci Noproblem?,,,,,,,,,,,,,,,,,,,,,,,,"Si, purché svolti non a titolo professionale."
56af6be4e0e2eee2aa0000c7,Sci Noproblem,Info e Acquisto,Viaggi,"Quando è possibile stipulare una ""polizza gruppo"" Sci Noproblem?",Quando è possibile stipulare la polizza Sci Noproblem Gruppi?,Qual è il numero minimo di persone da assicurare per sottoscrivere la polizza Sci Noproblem Gruppi?,Quali sono le condizioni della polizza Sci Noproblem Gruppi?,In quali casi è possibile sottoscrivere la polizza Sci Noproblem Gruppi?,,,,,,,,,,,,,,,,,,,,,,,,La polizza Sci Noproblem Gruppi può essere stipulata quando i viaggiatori da assicurare sono almeno in 10 e per la durata di 2 o 7 giorni .
56af6be8e0e2eee2aa0000d3,Auto Noproblem,"Richiesta Assistenza, Info e Acquisto",Auto e Mobilità,Non ho una polizza per il soccorso stradale: posso chiamare in caso di necessità?,Non ho una polizza per il soccorso stradale: posso chiamare in caso di necessità?,Posso chiamare l'assistenza stradale anche se non ho una polizza per il soccorso stradale?,Posso contare sul soccorso stradale di Europ Assistance anche se non ho una polizza dedicata?,"Ho urgente bisogno del carro attrezzi, ma non ho una polizza per il soccorso stradale: cosa devo fare?",Qual è il numero da chiamare in caso di urgenza di soccorso stradale?,In cosa consiste il servizio SOS EUROP ASSISTANCE?,A chi è rivolto il servizio SOS EUROP ASSISTANCE?,"Ho l'auto in panne, ma non ho una polizza per il soccorso stradale: posso comunque ricevere assistenza?",,,,,,,,,,,,,,,,,,,,"Sì, SOS EUROP ASSISTANCE è il servizio di assistenza stradale, disponibile su tutta la viabilità ordinaria nazionale, rivolto proprio a chi non ha stipulato polizze Europ Assistance. In caso di urgenza, basta chiamare il numero 803803 (telefonata gratuita) per ottenere al più presto l'intervento del carro attrezzi per il traino del veicolo."
56af6bebe0e2eee2aa0000dc,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Come posso fare per disdire la mia polizza Auto Noproblem?,Come faccio a disdire la polizza Auto Noproblem?,Come ottenere la disdetta della Polizza Auto Noproblem?,Quali sono le istruzioni da seguire per disdire la polizza Auto Noproblem?,Come comunicare la disdetta della polizza Auto Noproblem?,Come posso inviare la disdetta della polizza Auto Noproblem?,Voglio disdire la polizza Auto Noproblem: come faccio?,,,,,,,,,,,,,,,,,,,,,,"Puoi inviare richiesta di disdetta della polizza con lettera raccomandata indirizzata a Europ Assistance Spa – Piazza Trento 8, 20135 Milano almeno 30 giorni prima della data di scadenza. In alternativa puoi inviare richiesta anche via fax al numero 02.58.47.70.34 o via email all'indirizzo servizio.clienti@europassistance.it"
56af6bede0e2eee2aa0000e2,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Chi può essere il contraente della Polizza Auto Noproblem?,Chi può stipulare la polizza Auto Noproblem?,Chi può essere il contraente della polizza Auto Noproblem?,Quali caratteristiche deve avere il contraente della polizza Auto Noproblem?,Uno straniero può stipulare la polizza Auto Noproblem?,,,,,,,,,,,,,,,,,,,,,,,,"Il contraente può essere la persona fisica o giuridica che sottoscrive la Polizza di assicurazione in Italia, Città del vaticano, Repubblica di San Marino,e ivi residente."
56af6beee0e2eee2aa0000e5,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Autovettura sostitutiva: devo provvedere io al noleggio?,Come funziona il noleggio dell'auto sostitutiva?,"In caso di necessità di auto sostitutiva, devo noleggiarla io?",Chi contattare per noleggiare l'auto sostitutiva?,Devo provvedere io al noleggio dell'autovettura sostitutiva?,Come devo fare per ottenere l'auto sostitutiva?,,,,,,,,,,,,,,,,,,,,,,,"No, ti basta contattare la Centrale Operativa per richiedere un'autovettura in sostituzione. È la Centrale Operativa che ti prenota l'autovettura, adibita a uso privato, senza autista. Quindi il veicolo è reso disponibile presso una stazione di noleggio convenzionata, compatibilmente con le disponibilità e con le modalità applicate dalla stessa e durante il normale orario di apertura. Europ Assistance tiene a proprio carico i costi per il noleggio dell'autovettura.  Con il prodotto Stop&Go l'auto in sostituzione sarà consegnata direttamente dal Carro Attrezzi presso il luogo del fermo."
56af6beee0e2eee2aa0000e8,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Autovettura sostitutiva: dove devo restituire l'auto noleggiata?,Autovettura sostitutiva: dove devo restituire l'auto noleggiata?,Dove devo restituire l'auto noleggiata come sostitutiva?,In quale luogo devo lasciare l'auto sostitutiva?,Istruzioni per restituire l'auto sostitutiva?,Come posso fare per riconsegnare l'auto sostitutiva?,,,,,,,,,,,,,,,,,,,,,,,"Dipende dalle modalità previste dalla società di noleggio presso la quale il veicolo viene noleggiato. In genere, l'assicurato è tenuto a riportare il veicolo presso la stessa sede in cui lo ha ritirato. Si possono comunque prendere accordi diversi con la società di autonoleggio stessa: in questo caso, le spese aggiuntive sono a carico dell'assicurato."
56af6bf0e0e2eee2aa0000eb,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Autovettura sostitutiva: in quali casi viene data?,In quali casi viene concessa l'auto sostitutiva?,Autovettura sostitutiva: in quali casi viene data?,Quali sono le condizioni per avere l'auto sostitutiva?,Posso avere l'auto sostitutiva?,In caso di furto posso ottenere l'auto sostitutiva?,Quando viene fornita l'auto sostitutiva?,"L'auto ha subito un guasto, posso avere un veicolo sostitutivo?",Ho fatto un incidente e ora mi serve un'auto sostitutiva.,,,,,,,,,,,,,,,,,,,,"L'auto sostitutiva viene fornita se il veicolo rimane immobilizzato per guasto, incidente, incendio o furto parziale per i quali sia necessario un fermo per la riparazione superiore alle 8 ore lavorative di manodopera. Tale condizione deve essere certificata dall'officina, secondo le tabelle-tempi della casa costruttrice e in conformità alle tabelle-tempi dell'Ania (Associazione nazionale imprese di assicurazione). In caso di furto totale  Europ Assistance terrà a proprio carico i costi del noleggio fino all'avvenuto ritrovamento del veicolo e comunque per un massimo di 30 giorni."
56af6bf1e0e2eee2aa0000ee,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Quali veicoli posso assicurare con la Polizza Auto Noproblem?,Quali veicoli possono essere assicurati con la polizza Auto Noproblem?,Quali sono le condizioni per le quali un veicolo può essere assicurato con la polizza Auto Noproblem?,Ci sono delle limitazioni riguardo ai veicoli che si possono assicurare con la polizza Auto Noproblem?,Quali veicoli sono esclusi dalla polizza Auto Noproblem?,Quali caratteristiche devono avere i veicoli da assicurare con la polizza Auto Noproblem?,Posso assicurare il mio veicolo con la polizza Auto Noproblem?,Posso assicurare il mio camper con la polizza Auto Noproblem?,La mia roulotte può essere assicurata con la polizza Auto Noproblem?,,,,,,,,,,,,,,,,,,,,"Possono essere assicurati veicoli con meno di 15 anni dalla data di prima immatricolazione. \nPer veicolo si intende quello: ad uso proprio, di proprietà di un familiare o di proprietà dell'azienda, di peso complessivo a pieno carico fino a 3,5 tonnellate,immatricolato in Italia, Repubblica di San Marino, Città del Vaticano ed in particolare: autovettura (sia ad uso privato che ad uso promiscuo), rimorchi (carrello appendice, roulotte) trainati da autovetture,autocarri, autocaravan e camper che richiedano per conduzione la patente B. Sono esclusi i veicoli ad uso noleggio."
56af6bf2e0e2eee2aa0000f4,Auto Noproblem,Info e Acquisto,Auto e Mobilità,In quali casi intervenite con la Polizza Auto Noproblem?,"Ho una polizza Auto Noproblem, in quali casi interviene l'assistenza stradale?",Come funziona l'assistenza stradale per la polizza Auto Noproblem?,Quali sono le situazioni in cui Europ Assistance invia l'assistenza per la polizza Auto Noproblem?,"Quali sono le diffrerenze fra i livelli di assistenza Auto Noproblem Smart, Plus e Stop & Go?",Quale livello di assistenza fornite agli assicurati titolari di polizza Auto Noproblem?,Quando interviene l'assistenza per la polizza Auto Noproblem?,In quali casi interviene il servizio di officina mobile?,La polizza Auto Noproblem mi garantisce l'assistenza stradale?,,,,,,,,,,,,,,,,,,,,"Il prodotto ha più livelli di assistenza:\n- Auto Noproblem Smart dove interveniamo se il veicolo rimane immobilizzato per guasto o incidente\n- Auto Noproblem Plus e Stop&Go,dove l'intervento è previsto per guasto, incidente, incendio, furto parziale, smarrimento e/o rottura chiavi, foratura pneumatici, esaurimento batteria, mancato avviamento in genere.\nIn Italia in caso di immobilizzo del veicolo per smarrimento o rottura chiavi,foratura pneumatici,esaurimento batteria,la centrale operativa provvederà all'invio dell'officina mobile,qualora ciò fosse possibile,per provvedere alla riparazione."
56af6bf3e0e2eee2aa0000f7,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Intervenite anche sulla rete autostradale con la Polizza Auto Noproblem?,La polizza Auto Noproblem prevede l'intervento anche sulla rete autostradale?,Il soccorso stradale per la polizza Auto Noproblem può intervenire anche in autostrada?,Siete autorizzati a intervenire anche in autostrada per gli assicurati con la polizza Auto Noproblem?,L'assistenza stradale arriva anche in autostrada?,Il servizio di assistenza stradale è attivo anche in autostrada?,,,,,,,,,,,,,,,,,,,,,,,"Sì, siamo autorizzati a prestare il soccorso stradale anche in autostrada."
56af6bf4e0e2eee2aa0000fa,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Quali sono i Paesi coperti con la polizza Auto Noproblem?,In quali paesi è valida la polizza Auto Noproblem?,Quali sono i paesi coperti dalla polizza Auto Noproblem?,Quali sono i paesi in cui è attiva la polizza Auto Noproblem?,"Ho stipulato la polizza Auto Noproblem, in quali paesi sono assicurato?",,,,,,,,,,,,,,,,,,,,,,,,"La polizza avrà vigore nei seguenti paesi: Italia, Repubblica di San Marino e Città del Vaticano, Albania, Andorra, Austria, Belgio, Bielorussia, Bosnia Erzegovina, Bulgaria, Cipro, Croazia, Danimarca continentale, Egitto, Estonia, Finlandia, Francia, Germania, Gibilterra, Grecia, Irlanda e Irlanda del Nord, Islanda, Israele, Lettonia, Libano, Liechtenstein, Lituania, Lussemburgo, Macedonia, Madera, Malta, Marocco, Moldavia, Monaco, Norvegia, Paesi Bassi, Polonia, Portogallo continentale, Regno Unito, Repubblica Ceca, Romania, Russia Europea (esclusi i Monti Urali), Serbia e Montenegro, Siria, Slovacchia, Slovenia, Spagna continentale e isole del mediterraneo, Svezia, Svizzera, Tunisia, Turchia, Ucraina, Ungheria. Non sono inoltre fornite prestazioni e garanzie in tutti i Paesi che si trovassero in stato di belligeranza dichiarata o di fatto."
56af6bf5e0e2eee2aa0000fd,Auto Noproblem,Info e Acquisto,Auto e Mobilità,La garanzia Infortuni al conducente deve essere necessariamente legata alla vettura che ho coperto con la polizza di assistenza?,La garanzia Infortuni al Conducente è legata solo al veicolo che ho indicato nel Modulo di Polizza?,La garanzia Infortuni al Conducente riguarda solamente l'autovettura specificata nel Modulo di Polizza?,Come funziona la garanzia Infortuni al Conducente?,Quali sono le condizioni della garanzia Infortuni al Conducente?,La garanzia Infortuni al Conducente è necessariamente legata al veicolo assicurato con la polizza Auto Noproblem?,Vi sono limitazioni di età per sottoscrivere la garanzia Infortuni al Conducente?,Cosa copre la garanzia Infortuni al Conducente?,,,,,,,,,,,,,,,,,,,,,"Si. La garanzia Infortuni al Conducente, nella modalità ad indennizzo, copre in caso di infortunio o decesso. La garanzia copre  la persona che conduce il veicolo indicato nel Modulo di Polizza, sia esso il proprietario o la persona da questi autorizzata alla guida dello stesso ed è operante per persone sino a 75 anni di età."
56af6bf6e0e2eee2aa000100,Auto Noproblem,Info e Acquisto,Auto e Mobilità,Potete farmi un preventivo per un RCA?,Potete farmi un preventivo per un'assicurazione RCA?,Europ Assistance tratta anche di assicurazioni RCA?,"Ho bisogno di una nuova RCA, potete aiutarmi?","Voglio cambiare assicurazione RCA, mi fate un preventivo?",Posso sottoscrivere una RCA con voi?,,,,,,,,,,,,,,,,,,,,,,,"No, Europ Assistance non opera nel ramo della RC dei veicoli."
56af6bf9e0e2eee2aa000109,Moto Noproblem,Info e Acquisto,Auto e Mobilità,E' possibile stipulare una polizza Moto Noproblem temporanea?,È possibile stipulare una polizza Moto Noproblem temporanea?,Qual è la durata minima per una polizza Moto Noproblem?,"Ho bisogno di una polizza Moto Noproblem per un periodo di tempo limitato, potete aiutarmi?",Posso assicurare la mia moto per meno di un anno?,Si può assicurare una moto per sei mesi?,,,,,,,,,,,,,,,,,,,,,,,"Sì, la durata minima è di 180 giorni con estensione Estero."
56af6bfae0e2eee2aa00010c,Moto Noproblem,Info e Acquisto,Auto e Mobilità,Posso acquistare la garanzia Infortuni Conducente per un motoveicolo con cilindrata inferiore ai 149 cc?,Posso acquistare la garanzia Infortuni al Conducente per un motoveicolo di cilindrata inferiore ai 149 cc?,"Ho un motoveicolo di cilindrata inferiore ai 149cc, posso assicurarlo con la garanzia Infortuni al Conducente?",Qual è il limite di cilindrata per acquistare la garanzia Infortuni al Conducente per un motoveicolo?,La garanzia Infortuni al Conducente può essere acquistata per tutti i motoveicoli?,I motoveicoli di cilindrata inferiore a 149cc possono essere assicurati con la garanzia Infortuni al Conducente?,,,,,,,,,,,,,,,,,,,,,,,"No, la garanzia Infortuni Conducente è acquistabile solo associata a motoveicoli con cilindrata superiore ai 149 cc."
56af6bfae0e2eee2aa00010f,Moto Noproblem,Info e Acquisto,Auto e Mobilità,Quali motoveicoli posso assicurare con la Polizza Motoproblem?,Quali veicoli posso assicurare con la Polizza Motoproblem?,Quali categorie di veicoli rientrano tra quelle assicurabili dalla polizza Motonoproblem?,Posso assicurare un ciclomotore con la polizza Motonoproblem?,Posso assicurare un quadriciclo con la polizza Motonoproblem?,Quali caratteristiche devono avere i veicoli da assicurare con la polizza Moto Noproblem?,La polizza Moto Noproblem offre copertura anche per veicoli con più di dieci anni dalla data di immatricolazione^,Quali sono le condizioni da rispettare per assicurare un veicolo con la polizza Moto Noproblem?,Indicazioni per assicurare un veicolo con la polizza Moto Noproblem.,Tutti i motoveicoli possono essere assicurati con la polizza Motonoproblem?,,,,,,,,,,,,,,,,,,,"Posso assicurare un motoveicolo con non più di 10 anni dalla data di prima immatricolazione. Per veicolo si intende quello ad uso privato immatricolato in Italia e con targa italiana e può essere:un ciclomotore, un motoveicolo o un quadriciclo."
56af6bfbe0e2eee2aa000112,Moto Noproblem,Info e Acquisto,Auto e Mobilità,"Ho una polizza Moto Noproblem, Europ Assistance mi garantisce il proseguimento del viaggio o il rientro alla residenza nel caso in cui il veicolo fosse immobilizzato?","Ho una polizza Moto Noproblem, Europ Assistance mi garantisce il proseguimento del viaggio o il rientro alla residenza nel caso in cui il veicolo fosse immobilizzato?","In caso di veicolo immobilizzato, la polizza Moto Noproblem mi garantisce comunque il proseguimento del viaggio oppure il rientro alla residenza?","Se durante un viaggio il mio veicolo subisce un guasto, la polizza Moto Noproble cosa mi garantisce per sopperire all'imprevisto?","Se sono coinvolto in un incidente nel corso di un viaggio, la polizza Moto Noproblem mi offre delle garanzie per continuare il viaggio o per tornare a casa?",Quali servizi garantisce la polizza Moto Noproblem in caso di guasto o di incidente durante un viaggio?,"In caso di furto del veicolo durante un viaggio, come funziona l'assistenza garantita dalla polizza Moto Noproblem?","Se il veicolo viene danneggiato durante un viaggio, quale assistenza offre Europ Assistance?",,,,,,,,,,,,,,,,,,,,,"Qualora il veicolo rimanesse immobilizzato per guasto, incidente, incendio o furto parziale, per i quali fosse necessario un fermo per la riparazione superiore alle 36 ore, oppure in caso di furto o rapina, la Centrale Operativa provvederà a fornire all'assicurato e ai passeggeri un biglietto ferroviario di prima classe o un aereo di classe economica o un'autovettura in sostituzione per il rientro alla residenza o il proseguimento del viaggio."
56af6bfce0e2eee2aa000115,Moto Noproblem,Info e Acquisto,Auto e Mobilità,"Europ Assistance, in caso di viaggio all'estero, è in grado di rimpatriare il veicolo?","In caso di viaggio all'estero, Europ Assistance può far rimpatriare il veicolo?",Quando è possibile far tornare in Italia il proprio veicolo danneggiato durante il viaggio all'estero?,In quali casi è possibile il trasporto del veicolo dall'estero all'Italia?,Quando posso chiedere il rimpatrio del veicolo?,"In caso di guasto o incidente durante un viaggio all'estero, posso chiedere che il mio veicolo sia fatto riparare in Italia?",,,,,,,,,,,,,,,,,,,,,,,"Solo nel caso in cui, a seguito di immobilizzo del veicolo per guasto, incidente, incendio o furto parziale avvenuti all'estero, fosse necessario un fermo per la riparazione superiore ai cinque giorni lavorativi presso un'officina della casa costruttrice o non fosse riparabile presso le officine del luogo. In questi casi la Centrale Operativa, con mezzi appositamente attrezzati, effettuerà il trasporto del veicolo dal luogo dell'immobilizzo fino al luogo prescelto dall'assicurato in Italia."
56af6bfee0e2eee2aa00011b,Moto Noproblem,Info e Acquisto,Auto e Mobilità,"Ho una polizza Moto Noproblem, in quali casi interviene l'assistenza?","Ho una polizza Moto Noproblem, in quali casi interviene l'assistenza stradale?",Quando interviene l'assistenza stradale per la polizza Moto Noproblem?,Quali sono le situazioni in cui Europ Assistance invia l'assistenza per la polizza Moto Noproblem?,Come funziona il l'assistenza stradale per la polizza Moto Noproblem?,La polizza Moto Noproblem mi garantisce l'assistenza stradale?,"Se il mio veicolo risulta immobilizzato, Europ Assistance mi garantisce il servizio di assistenza su strada?",,,,,,,,,,,,,,,,,,,,,,"La nostra assistenza su strada interviene qualora il veicolo rimanesse immobilizzato per guasto, incidente, incendio, furto parziale , smarrimento e/o rottura chiavi, foratura pneumatici, esaurimento batteria, mancato avviamento in genere o venisse ritrovato dopo furto o rapina, in modo tale da non essere in condizioni di spostarsi autonomamente."
56af6bffe0e2eee2aa00011e,Bike Noproblem,Info e Acquisto,Auto e Mobilità,Perché esistono tre diverse versioni di prodotto per la polizza Bike Noproblem?,A chi sono rivolte le tre differenti versioni della polizza Bike Noproblem?,Perché esistono tre diverse versioni di prodotto per la polizza Bike Noproblem?,Quale versione della polizza Bike Nopreblem è più conveniente per me?,Chi sono i destinatari delle tre vesioni della polizza Bike Noproblem?,Per chi sono pensate le tre diverse versioni della polizza Bike Noproblem?,,,,,,,,,,,,,,,,,,,,,,,"Sono state create tre versioni di prodotto per rispondere alle differenti esigenze di chi utilizza la bicicletta: Urban per chi la usa prevalentemente come mezzo di trasporto in città, Sport per chi pratica attività sportiva amatoriale e Ciclotour per chi viaggia in bicicletta e la considera il  mezzo di trasporto privilegiato durante le vacanze in tutta Europa."
56af6c00e0e2eee2aa000121,Bike Noproblem,Info e Acquisto,Auto e Mobilità,Che cosa garantisce la polizza Bike Noproblem?,Quali garanzie offre la polizza Bike Noproblem?,Che cosa garantisce la polizza Bike Noproblem?,In cosa consiste la polizza Bike Noproblem?,La polizza Bike Noproblem assicura anche l'assisitenza alla persona?,Quali sono le coperture assicurate dalla polizza Bike Noproblem?,Quali servizi mi assicuro acquistando la polizza Bike Noproblem?,,,,,,,,,,,,,,,,,,,,,,"La polizza Bike Noproblem è un nuovo prodotto assicurativo dedicato agli amanti della bicicletta, che garantisce il trasporto del veicolo in caso di immobilizzo (guasto o incidente) e assistenza alla persona."
56af6c01e0e2eee2aa000124,Bike Noproblem,Info e Acquisto,Auto e Mobilità,Che cosa garantisce la  garanzia Furto per la polizza Bike Noproblem?,Che cosa garantisce la garanzia Furto per la polizza Bike Noproblem?,"In caso di furto della bicicletta, cosa garantisce Europ Assistance?",Quali sono le condizioni per ottenere un indennizzo se si subisce il furto della bici?,Come funziona la garanzia Furto per la polizza Bike Noproblem?,Voglio assicurare la mia bicicletta contro il furto: è possibile,La garanzia Furto è sempre valida oppure presenta delle limitazioni?,La garanzia Furto copre tutte le tipologie di bicicletta?,,,,,,,,,,,,,,,,,,,,,"Europ Assistance riconosce un indennizzo in caso di furto totale della bicicletta, con vetustà massima 36 mesi (come da comprovata data di acquisto su scontrino/ fattura). L'indennizzo verrà riconosciuto in base al valore della bicicletta nuova, sulla quale verranno applicati degrado e scoperto (come da tabella riportata nel fascicolo informativo). La garanzia è operante quando la bicicletta è custodita all'interno dei locali dell' abitazione, compresi box, cantine e dimore saltuarie, purché regolarmente chiusi a chiave."
56af6c02e0e2eee2aa000127,Bike Noproblem,Info e Acquisto,Auto e Mobilità,Le garanzie di RC e Tutela Legale per la polizza Bike Noproblem sono vendibili singolarmente?,Nella polizza Bike Noproblem le garanzie di RC e Tutela Legale sono vendibili separatamente?,Posso acquistare singolarmente le garanzie di RC e Tutela Legale all'interno della polizza Bike Noproblem?,Le garanzie di RC e Tutela Legale sono comprese in tutte le versioni della polizza Bike Noproblem?,Quale versione della polizza Bike Noproblem ha incluse le garanzie RC e Tutela Legale?,Il pacchetto base della polizza Bike Noproblem include le garanzie RC e Tutela Legale?,,,,,,,,,,,,,,,,,,,,,,,"No, per le formule Urban e Sport, le garanzie di RC e Tutela Legale sono due garanzie che completano il pacchetto base e non possono essere acquistate separatamente. Per la formula Ciclotour le garanzie sono entrambe già comprese nel pacchetto."
56af6c0de0e2eed908000044,Flexi,Info e Acquisto,Viaggi,Che cosa garantisce la polizza Flexi Viaggi?,Quali garanzie offre la polizza Flexi Viaggi?,Che cosa garantisce la polizza Flexi Viaggi?,In cosa consiste la polizza Flexi Viaggi?,Come funziona la polizza Flexi Viaggi?,Quali sono le coperture assicurate dalla polizza Flexi VIaggi?,Quali servizi mi assicuro acquistando la polizza Flexi Viaggi?,Quanto durano le garanzie offerte dalla polizza Flexi Viaggi?,Quali vantaggi mi offre la polizza Flexi Viaggi?,,,,,,,,,,,,,,,,,,,,"Il modulo Flexi Viaggi ti permette di costruire il tuo piano di assistenza sanitaria in viaggio per la copertura spese mediche e bagaglio con durata annuale, mediante una comoda soluzione ad un abbonamento mensile."
56af6c0fe0e2eed908000047,Flexi,Info e Acquisto,Viaggi,Cosa cambia tra Flexi Viaggi e la formula Annuale Multiviaggio?,Quali sono le differenze tra la polizza Flexi Viaggi e la polizza Viaggi Nostop Annuale Multiviaggio?,Vorrei conoscere le differenze tra la polizza Flexi Viaggi e la formula Annuale Multiviaggio?,Cosa cambia se scelgo la polizza Flexi Viaggi al posto della polizza Viaggi Nostop Annuale Multiviaggio?,,,,,,,,,,,,,,,,,,,,,,,,,"Il modulo Flexi Viaggi prevede nella versione singolo un massimale di Rimborso Spese Mediche più elevato - euro 300.000 - rispetto alla Viaggi NoStop Annuale Multiviaggio, e un pagamento della polizza mensile, e non annuale  anticipato. Flexi viaggi è inoltre acquistabile nella versione famiglia ( ad un costo più conveniente rispetto alle soluzioni individuali)."
56af6c0fe0e2eed90800004a,Flexi,Info e Acquisto,Auto e Mobilità,Che cosa garantisce la polizza Flexi Auto?,Quali garanzie offre la polizza Flexi Auto?,Che cosa garantisce la polizza Flexi Auto?,In cosa consiste la polizza Flexi Auto?,Come funziona la polizza Flexi Auto?,Quali coperture offre la polizza Flexi Auto?,Quali servizi mi assicuro acquistando la polizza Flexi Auto?,Quali vantaggi mi offre la polizza Flexi Auto?,La polizza Flexi Auto prevede un servizio di auto sostitutiva?,La polizza Flexi Auto garantisce l'assicurato anche se non si trova alla guida del veicolo?,,,,,,,,,,,,,,,,,,,"Il modulo Flexi Auto garantisce copertura completa all'assicurato che sia alla guida di un veicolo o che sia passeggero. Non è quindi necessario fornire un numero di targa, inoltre, è previsto un  servizio di auto sostitutiva- Stop & Go -  direttamente sul luogo del fermo."
56af6c10e0e2eed90800004d,Flexi,Info e Acquisto,Auto e Mobilità,Quanti soccorsi stradali possono essere erogati nell'arco di validità della polizza Flexi Auto?,Quanti soccorsi stradali possono essere richiesti durante il periodo di validità della polizza Flexi Auto?,Quante volte posso chiamare l'assistenza stradale se ho una polizza Flexi Auto?,Esiste un limite al numero di interventi di assistenza stradale che un assicurato può richiedere se ha una polizza Flexi Auto?,Ho una polizza Flexi Auto: quanti interventi di soccorso stradale posso richiedere?,Ho stipulato una polizza Flexi Auto: quante volte posso fare la richiesta di assistenza stradale?,,,,,,,,,,,,,,,,,,,,,,,Si possono richiedere fino a 6 interventi di assistenza per anno assicurativo.
56af6c11e0e2eed908000050,Flexi,Info e Acquisto,Salute,Che cosa garantisce la polizza Flexi Salute?,Quali garanzie offre la polizza Flexi Salute?,Che cosa garantisce la polizza Flexi Salute?,In cosa consiste la polizza Flexi Salute?,Come funziona la polizza Flexi Salute?,Quali coperture offre la polizza Flexi Salute?,Quali servizi mi assicuro acquistando la polizza Flexi Salute?,Quali vantaggi mi offre la polizza Flexi Salute?,Quali tipologie di infortuni sono coperti dalla polizza Flexi Salute?,"In caso di infortunio, che tipo di indennizzo è assicurato con la polizza Flexi Salute?",La polizza Flexi Salute garantisce dei servizi anche durante il periodo riabilitativo post infortunio?,È possibile assicurare tutti i membri della famiglia con la polizza Flexi Salute?,,,,,,,,,,,,,,,,,"Il modulo Flexi Salute vale per gli infortuni che l'assicurato subisce nello svolgimento delle attività professionali principali e secondarie, e di ogni altro tipo di attività che non abbia carattere professionale. La polizza garantisce un indennizzo certo e predefinito, presentando solo la documentazione ospedaliera, a seguito di infortunio. È previsto, inoltre, l'invio di baby sitter, colf, personale medico e paramedico, riabilitativo per affrontare il periodo successivo ad un infortunio. Flexi salute è disponibile anche nella versione Nucleo per assicurare tutti i componenti della famiglia."
56af6c12e0e2eed908000053,Flexi,Info e Acquisto,Salute,Flexi Salute è valida anche per gli infortuni che avvengono all'estero?,La polizza Flexi Salute è valida anche per gli infortuni che avvengono all'estero?,La polizza Flexi Salute garantisce anche gli infortuni avvenuti all'estero?,Posso stipulare una polizza Flexi Saluti che copra gli infortuni che avvengono all'estero?,Se sottoscrivo una polizza Flexi Salute sarò coperto anche in caso di infortunio all'estero?,La polizza Flexi Salute è valida sia in Italia che all'estero?,,,,,,,,,,,,,,,,,,,,,,,Sono garantiti solamente gli infortuni che avvengono in Italia.
